game_id,king_w,queen_w,rooks_w,bishops_w,knights_w,pawns_w,king_b,queen_b,rooks_b,bishops_b,knights_b,pawns_b
SQ3zFS2A,2,0,20,14,6,7,2,13,0,1,9,7
ziLuT2Zu,9,0,16,7,33,18,3,7,20,18,45,15
zVy8vSUY,1,7,7,3,9,6,3,0,0,1,9,3
8BnZZrh0,3,5,7,10,12,6,3,3,13,22,0,3
AC29Y0QZ,0,3,0,5,15,4,1,2,0,2,3,6
baG5BS57,2,18,16,5,12,11,4,11,5,18,9,11
mqM87okc,6,0,4,4,15,11,0,6,1,15,15,8
EFpW3vx0,2,8,15,6,30,15,8,4,13,8,12,17
chF2YRye,0,0,0,6,18,8,0,5,2,4,6,6
fcSth1NQ,6,2,43,15,15,13,8,7,22,18,18,13
QaN8gaLJ,13,3,28,9,21,12,19,5,24,8,12,14
10EBI9C4,2,12,9,20,12,9,7,2,7,13,24,5
lB9L1Abn,0,0,0,5,9,7,2,7,2,6,3,3
MansOoLs,8,11,23,9,12,14,3,27,13,12,21,9
LoOOVZAH,5,7,10,5,18,8,2,0,18,21,12,5
dl0av9d5,2,3,4,7,6,9,2,3,2,1,15,7
d4xMZOC5,0,0,0,8,9,3,2,0,2,1,6,4
1SUJUo4j,2,10,12,10,18,8,3,5,7,8,6,12
jB4sleeL,16,4,30,20,9,16,15,3,38,6,15,17
PWuWxkJ8,4,11,5,11,9,9,3,2,3,6,15,11
BVyDHuGu,2,14,14,12,21,9,2,9,7,17,21,10
Z4o7C6VA,3,13,11,8,9,12,6,16,18,7,12,11
w2KVN2FJ,2,8,11,8,12,6,2,15,8,9,9,3
WKHjbO76,2,1,8,13,33,11,2,8,20,8,15,13
1BJPxwiB,2,4,10,11,18,7,2,5,6,4,12,8
vvb55zha,5,19,25,25,15,12,12,11,15,9,15,10
zoBW3Oyj,0,0,0,3,9,2,1,0,0,0,6,2
GEJJceaa,4,10,5,8,9,9,3,3,2,2,12,8
8vnfpuvR,31,11,19,11,42,14,3,8,97,10,15,19
yixfmhXd,2,11,8,2,18,5,3,7,6,5,12,7
cbOg2FrP,2,9,5,14,24,7,2,7,9,10,9,10
8Y69IrXa,2,2,19,10,12,11,2,6,7,11,15,9
vcsWHOAV,16,0,36,4,36,23,12,7,69,23,12,12
hTRfz8s0,0,10,0,3,3,5,0,0,0,4,9,4
MCOxDajD,6,16,16,9,27,15,6,13,10,17,33,12
54JuJMX6,2,6,20,14,6,7,2,13,8,6,12,6
dXEJ3q0T,5,5,10,8,24,11,4,12,10,21,21,8
JFWVAiVf,2,32,9,12,18,14,14,10,13,4,24,12
XSullLI4,6,1,14,9,15,16,3,4,17,15,15,10
3dacepVD,3,4,11,8,12,14,2,8,8,12,12,9
6ZCAhYCy,2,12,31,11,9,11,9,0,1,6,15,19
w8o0MVwI,3,20,23,7,18,8,6,9,21,13,6,9
VHKGizoA,10,3,12,10,9,11,2,12,13,11,9,9
Jyvxvrgj,2,8,3,8,12,7,0,2,1,4,18,7
YVKh1YbC,5,7,12,6,30,9,4,11,6,16,12,11
j0zF2Rd3,4,7,7,11,18,11,1,0,10,8,18,12
zg4gARxU,0,2,6,9,21,9,2,14,0,1,6,10
i2fmZSFo,8,3,16,10,18,13,3,6,10,15,21,12
SzuyCGM5,2,8,2,9,12,12,2,1,5,24,18,12
axW5yUZh,10,16,11,6,21,14,8,2,21,10,27,18
LoTC56CJ,2,2,2,12,9,5,2,6,2,7,6,4
R5sjaeyc,7,6,25,26,30,13,13,1,3,4,24,24
rrk5p5Rs,2,3,15,8,12,7,2,8,2,8,9,10
IMasTu8C,9,1,11,6,36,15,4,6,14,28,33,12
yiZS0RDi,0,0,0,3,3,6,0,0,0,3,9,5
plxzOn3J,2,9,3,5,15,10,2,11,7,7,9,9
g8a6MUfr,2,15,2,9,6,7,4,11,6,8,9,7
QRCROiDo,9,7,10,5,21,10,2,18,11,11,18,10
uEmJt8Bz,2,13,11,12,15,12,3,8,11,13,9,10
XSDTHg5x,31,2,24,20,6,19,11,5,12,10,90,19
kiJ2KNHS,2,2,3,6,15,5,2,0,2,8,12,6
uzXmn25G,3,6,3,9,9,5,4,1,2,10,18,4
aRxcUniw,2,0,3,11,15,6,3,5,3,1,9,8
3iE25AX1,3,2,14,11,12,13,2,11,4,11,9,15
4F7jrZv1,2,12,2,5,15,10,2,4,2,15,12,7
xq8LrYtZ,2,6,4,7,18,7,2,1,6,8,9,11
jBxa9l9j,11,10,19,14,9,15,5,27,19,13,15,11
TjkVuchv,3,0,29,22,21,11,5,8,15,22,9,8
pa9bBEp7,4,6,5,10,15,6,2,8,2,9,6,4
tURWEMPu,7,8,7,16,27,7,4,7,5,1,15,19
PRPamrNX,4,0,30,17,9,17,3,13,30,6,24,14
ZvKPunpR,2,9,12,7,21,6,5,2,8,9,9,11
GQnW8lAt,2,2,15,9,15,16,2,16,13,9,12,12
SyrowBTh,2,10,2,7,12,10,2,3,10,7,12,9
zcX7XzOw,17,9,20,8,18,16,6,22,24,12,39,8
0HIrTiUy,4,11,17,16,12,14,2,15,7,12,30,8
oUpUNaHE,4,10,38,11,12,9,8,6,12,3,6,17
8O85IGSx,0,2,0,5,3,8,0,9,0,3,3,7
4A5wY335,2,12,19,8,21,18,12,5,17,15,30,15
sgPyyJJ8,2,17,6,3,6,9,2,3,11,9,15,9
dv6J3oj8,3,17,21,9,15,14,6,1,6,30,15,16
K8uPbHBP,4,31,10,17,6,15,8,0,24,10,24,11
NJz5IGr7,4,13,30,4,18,10,3,2,6,14,27,8
gcJmUTpv,24,3,65,10,24,12,14,8,47,8,27,22
JxeIgGsS,2,7,2,6,15,11,2,0,4,14,9,9
qy4tXJ2P,4,2,19,14,12,11,3,21,7,10,27,9
mTmkomqi,2,18,9,4,18,9,3,16,14,7,12,14
Md255cKH,2,4,10,11,6,7,2,0,3,9,18,7
gnKlTaIH,16,6,15,9,6,17,7,18,13,10,12,26
XewD3gya,3,6,10,10,24,11,2,17,13,8,18,14
GeA0VgkO,7,1,10,12,12,13,2,27,21,9,18,8
v5XTQ7qN,3,9,42,10,12,9,4,8,17,8,18,13
srEgOH1Q,0,8,8,7,6,10,4,2,0,5,15,6
Puq4b4ff,2,7,2,16,12,8,3,6,6,8,15,11
mQi0ZMb8,4,11,13,8,18,11,4,6,7,10,15,17
oRcuPVov,2,2,12,12,15,14,2,15,2,20,9,6
lDuMafoA,2,14,8,7,12,15,2,2,11,12,12,15
NmPhNFpa,3,5,3,9,12,14,2,3,2,4,30,9
ItqIymI3,5,8,3,7,24,5,2,23,3,9,15,8
9xnQHVoV,5,0,2,4,9,8,2,0,2,3,21,7
pWP6QuqQ,2,8,13,9,9,8,5,1,4,8,9,8
p9j7hCPh,4,15,5,10,18,7,2,11,7,9,6,8
brIbxaiT,10,1,28,11,15,15,4,27,17,10,18,9
CI6RRsRr,4,5,7,14,3,8,2,5,11,9,9,5
4n756W2v,3,12,5,13,15,7,2,7,5,9,15,11
D0Chhcup,3,0,2,5,6,9,0,9,0,11,0,7
r6nY9uKI,2,10,3,11,18,9,3,3,2,3,24,10
xjPCgcVa,4,6,5,8,9,6,2,1,2,2,9,8
QifP3Qbt,1,7,9,12,21,14,4,34,7,4,9,12
BASiNXTK,8,4,30,11,24,16,8,14,20,12,30,16
r0EHw4bf,7,1,8,14,9,15,6,10,19,9,12,15
ex0pvCkD,5,0,21,16,30,16,7,7,7,13,15,13
LHxhmVFf,2,12,2,14,12,8,7,6,3,2,12,8
y5BUKo57,3,11,15,26,24,16,10,1,9,23,27,9
rAIREvuT,4,1,14,6,18,14,2,11,14,15,15,9
us12IgEQ,8,7,26,8,15,17,4,0,36,10,12,10
MQjxlSqp,20,2,43,11,15,16,6,14,29,20,30,11
TCUgekoW,32,2,8,10,12,21,11,6,34,16,6,24
HISEIGob,2,25,8,11,18,14,8,6,21,2,15,14
TgBl907a,3,7,23,5,33,16,4,4,28,16,21,13
4qWOqwwg,3,6,5,4,3,11,2,1,2,5,33,8
OeCiNA2C,5,12,14,8,15,7,2,24,10,12,27,8
bGYQxuQa,3,8,12,8,18,4,2,1,16,14,12,6
Pbl8o99y,3,14,14,9,21,9,5,6,16,11,12,10
ZYhC4TzI,7,19,22,8,18,12,6,7,18,10,27,13
1bhdpAaA,3,15,26,11,15,13,2,2,10,23,36,16
YuPfpvm2,9,23,5,4,9,11,7,12,14,13,15,6
e8NAwhxa,3,5,28,9,15,12,4,11,15,8,15,14
GqpzTBuf,2,0,9,12,12,12,2,2,0,13,6,9
bNkev3hw,6,11,15,22,12,16,19,4,13,11,6,15
oZQb7Eg6,5,7,19,11,15,11,6,23,21,2,18,13
JGgHKfTQ,2,10,2,12,15,6,4,0,0,2,12,10
dYbJhMWy,0,11,0,8,12,9,2,6,4,6,27,5
FHt5TOeM,6,7,8,14,18,17,3,9,32,13,21,12
FMomViWB,2,7,2,16,12,8,2,1,4,13,12,11
ukDxwEkz,3,0,2,7,12,11,2,6,2,3,12,9
0PcMmIUu,5,0,10,13,15,10,2,7,8,13,24,9
Ws7m5zGF,3,8,8,17,18,11,3,27,6,9,15,8
QnCLwzVA,4,5,27,8,18,11,4,8,2,9,21,8
attQ5n4A,2,0,2,8,15,8,2,0,2,16,9,6
xwjFhtjY,0,3,0,6,12,12,2,0,3,3,18,9
mjku3pMe,2,5,8,6,9,11,2,7,12,9,18,4
KWPQsgLO,2,10,3,10,9,9,2,0,5,11,15,7
CN6qJpNs,2,5,5,13,24,13,4,6,18,9,18,8
0Sqjxx5I,17,2,34,22,12,17,8,21,38,7,18,24
XbuvAGdl,6,7,0,11,3,10,2,9,13,12,12,5
5da9jeEG,2,4,3,7,15,8,3,6,5,7,6,7
6HrDERH7,3,6,4,12,9,14,2,5,2,17,24,7
zKVV246w,16,36,38,9,15,23,29,0,40,5,12,20
PJtklpz7,3,15,18,6,9,8,2,22,11,8,18,4
rdjfyAxb,7,7,14,21,6,11,3,0,26,14,12,8
h6AwbBp7,2,10,2,17,15,7,7,6,7,7,9,11
bmr30kCa,11,5,0,5,9,13,2,23,6,10,21,7
NR1A5oaI,3,9,3,11,15,9,2,3,12,7,24,11
uDE3e5Fy,2,4,15,17,15,4,5,2,21,7,15,11
YX1EXEZV,2,2,4,11,12,11,2,4,7,6,15,6
WbGo6f8M,2,0,2,14,6,4,2,3,4,1,3,8
zeuBCm2B,5,6,55,12,6,20,12,5,31,10,18,18
Wmcve6hZ,2,5,8,7,24,13,2,3,3,2,24,11
J1MHqt0y,3,12,11,11,12,10,5,7,4,14,9,9
Hua56yRT,17,3,22,13,18,22,23,6,12,6,9,16
y1uAt0N1,7,2,22,9,6,14,2,19,11,10,18,9
SDF9Rc7I,7,0,39,18,21,17,5,17,31,2,24,23
4QslnLGS,12,4,21,11,15,11,2,12,27,4,21,12
qdCF7lBR,3,13,9,10,6,14,3,4,16,7,18,11
Hjo688An,2,19,13,9,15,12,9,3,3,15,21,11
CKipyNTQ,8,1,6,8,12,17,3,8,11,12,12,15
6ozfVrFt,2,10,24,9,12,10,5,13,15,6,12,9
b3OfLR1n,2,1,7,7,9,10,2,8,2,9,15,6
H8Y7AcuW,6,0,32,13,15,13,4,9,28,13,15,12
BAHdkOPH,3,12,7,8,12,9,2,5,14,12,12,8
C8i8Va4Q,3,2,3,8,12,9,2,7,14,7,12,6
3WWpCFbs,2,10,8,15,18,12,2,11,2,10,18,11
n0R1dBG7,7,9,71,12,15,25,20,7,42,8,15,16
jl09uyaS,8,5,19,26,9,22,4,2,25,25,30,17
cgnyFMD6,4,26,13,15,27,14,8,11,30,11,24,10
5Fimszvd,4,14,17,12,15,7,3,2,6,7,12,11
ND0oOM9N,8,22,2,13,6,6,4,17,24,4,12,7
Wl6TntEV,2,6,2,11,15,16,4,3,2,15,15,7
How5UuzY,2,2,2,9,21,7,2,7,4,3,12,11
Q8JAT8VY,4,6,6,5,6,15,3,0,2,4,12,9
RBdPCfs0,2,2,12,12,21,9,3,1,6,15,15,13
Ek5i5FIM,2,5,3,11,15,6,2,2,0,4,21,8
ua5vY3nL,2,12,7,13,18,7,2,13,6,10,9,12
dXLesy07,2,7,4,9,27,15,3,5,9,11,18,13
ImTT90Jz,20,10,56,19,12,24,30,10,60,34,18,10
K4mm6rVQ,10,7,36,8,30,16,7,5,24,18,24,16
gO28SaWw,5,2,10,12,18,11,2,19,6,18,18,9
KDF37S7x,3,26,26,10,24,14,6,12,10,3,12,14
W32N1sNX,3,5,0,4,12,9,2,5,13,9,18,6
0WefYvD3,7,0,10,20,30,10,2,31,13,13,6,17
yrbbfSos,2,7,3,8,18,7,4,6,2,4,12,5
DBXW4DrB,4,18,10,9,30,9,4,10,17,9,18,13
Tzj3KZKf,7,1,3,17,33,7,2,6,27,12,12,16
qraHgWtW,2,14,11,11,12,11,5,5,7,11,21,10
upwi7dI3,2,6,3,5,6,7,0,2,0,2,9,10
MwxecJxu,2,5,2,10,12,10,2,4,2,14,12,8
6WMUC9EE,5,25,7,12,27,18,6,9,22,13,42,9
tMAeLxwb,4,1,50,12,48,8,10,19,21,7,21,14
MGYvz5QB,2,18,11,22,12,10,3,19,30,9,18,10
ddLEgTPU,3,10,7,16,18,16,3,22,11,5,24,9
0dl6IUQo,27,24,2,11,12,16,10,12,60,10,12,18
PbXUqe1g,6,5,4,11,27,12,2,29,17,9,15,11
JPv7xmCx,2,0,2,3,9,4,2,0,2,4,6,2
6u6px8qV,2,4,3,6,18,6,2,7,2,9,15,8
VBj23BY9,2,2,3,10,9,10,2,3,2,9,12,7
SVWFuCv6,4,20,14,8,21,8,3,14,20,16,9,12
trWi3eRl,11,5,18,20,12,21,14,7,16,7,42,16
TNvSj8Hm,9,9,10,8,12,12,4,24,13,7,9,9
azKJ1ntM,3,8,12,13,24,9,3,2,10,10,27,12
QYq6zwyA,2,3,11,10,24,10,3,12,4,19,6,10
lGhI4Ttx,3,4,9,16,15,12,0,11,13,8,15,9
xDKTpP0Z,2,23,5,8,27,13,3,14,12,16,15,14
VykwMd6F,2,13,4,5,21,10,1,5,5,5,15,14
6DNeTY5H,8,7,15,11,18,16,2,15,9,9,24,15
dH06Xhrf,3,6,21,15,9,9,3,5,27,12,18,10
MaZA4UV7,7,29,26,16,9,22,28,2,22,9,9,13
hLIzOHac,6,20,20,13,24,12,6,14,12,12,12,17
bdUsuQN5,4,10,16,9,12,16,3,0,5,13,21,14
rfZJoqXm,5,7,2,14,12,5,2,2,12,8,6,5
KOWs3HkG,2,6,20,11,30,5,5,1,8,8,9,11
sJW6MkVr,2,2,4,8,18,12,3,12,2,11,18,5
sdfzIEu0,2,10,15,17,27,8,8,6,12,7,12,13
0PHuOfAh,5,7,29,8,30,19,8,0,15,13,27,20
EXMy76M2,9,14,18,15,21,18,6,6,20,7,33,19
jMfxR2Te,2,5,5,10,15,11,2,3,2,5,30,10
KrA6LiAV,2,16,2,8,18,7,3,4,13,11,15,12
MK9bU91m,7,1,15,7,12,18,3,21,9,13,15,11
cNMfPPvO,4,13,6,4,12,10,2,13,7,8,21,6
UKUaCv6H,3,11,10,14,27,10,3,13,10,13,12,17
pKGr56uM,5,9,15,8,18,11,3,8,4,21,12,10
SbHWTYJC,2,9,6,9,15,12,4,4,9,9,12,11
Nnv5KOGj,14,10,10,13,57,12,6,11,50,10,15,19
1r6RcNV0,5,16,40,7,9,22,21,4,24,14,9,12
radCiwKa,5,5,2,9,21,11,2,2,26,7,15,10
zfahbBU1,2,3,7,9,15,9,2,2,2,8,18,8
qqf01jGH,10,19,15,6,12,16,4,24,13,10,18,15
b3IPidSP,8,12,14,6,9,5,4,19,0,11,9,5
kQ8yzn17,3,16,8,2,27,12,6,3,7,11,15,9
bfBkiMD8,3,14,40,15,6,15,13,4,27,10,15,17
Whu9BIAl,2,21,10,12,6,16,4,21,13,11,15,7
3vkSoVzK,8,0,2,14,9,12,2,19,11,9,21,6
dlgw3kSd,3,0,3,11,6,8,2,1,3,11,12,5
BjcALg1q,8,3,18,13,12,17,2,32,8,18,27,9
XBqtZ0AD,2,6,11,11,27,10,7,4,5,6,15,16
9ZhR4j0R,2,9,3,10,18,11,4,2,16,6,18,8
uR9Pzz95,3,0,2,6,9,10,2,13,3,5,15,2
3iT5DPb5,17,3,17,15,15,22,5,25,15,20,36,12
4uFbILlH,7,8,1,11,12,8,2,1,14,5,18,14
Zep1oQqE,1,19,8,13,30,13,16,2,12,7,9,16
Uze9QiYJ,9,6,12,10,39,17,13,1,20,8,30,14
8vv2Yv0y,3,19,15,10,15,12,6,1,18,7,18,10
y5t7Be6Z,3,4,4,7,12,11,2,12,2,10,12,9
6thk2Z6H,2,1,2,6,15,8,2,6,2,2,9,9
TNye8DZB,2,11,0,6,21,8,3,12,12,8,15,9
wKDc8PPB,0,0,0,7,6,5,0,1,0,3,9,3
QmGn7IBj,5,15,11,17,30,13,6,15,11,8,30,19
B73GdgNU,3,4,6,19,15,9,3,3,9,12,12,13
srhNPwg3,5,12,11,10,15,12,3,13,9,6,21,8
zsKngdwZ,5,4,51,11,18,15,7,8,27,7,33,16
flHPvPIW,12,0,10,14,12,19,3,7,30,9,54,11
wShFCEoi,2,6,5,6,9,7,2,4,2,7,12,6
05lPXAHw,8,2,9,11,24,17,6,8,37,13,12,15
Yqxo6h8m,2,0,18,9,15,8,5,2,8,10,18,6
VjpeiX53,2,5,13,8,12,17,2,4,14,12,15,12
EvmMLxnx,13,0,59,11,15,25,14,7,64,7,21,22
6VlQ6czm,3,10,26,15,15,9,4,2,10,15,27,12
RtAMBmWv,5,12,21,10,18,8,3,5,29,9,30,11
w6fwQrQa,3,6,6,11,6,7,2,7,5,3,18,12
WNd2LW3R,13,23,9,14,39,13,11,25,34,6,24,16
k8rMzYmb,7,4,25,12,18,16,6,17,11,7,21,11
k9zsxFEd,8,9,2,12,12,13,2,25,11,9,9,12
38KIZm6o,4,2,7,8,12,13,2,9,2,19,12,8
idT2QOVf,6,1,2,15,12,12,2,18,12,5,15,8
kuf6ky2B,2,3,20,28,21,12,4,0,27,8,21,15
6LhJe4mW,2,7,4,5,6,13,2,0,5,2,18,7
td9B6hDP,2,10,5,10,15,10,9,4,9,18,6,13
wDJafHT2,4,8,1,11,21,17,4,7,15,10,12,12
L6KqQc9W,2,0,2,11,18,8,2,15,2,9,12,5
O5wbCl24,2,7,14,12,18,8,4,0,17,4,9,10
Ip6A1Cdn,7,14,10,13,12,7,2,23,24,8,15,8
xziipPSk,3,10,10,8,12,9,2,11,2,20,12,8
40YDq9fa,5,12,7,7,18,11,3,6,15,8,15,11
VBcCCRcI,2,13,2,10,12,6,2,3,2,5,12,8
9Cx98HSY,4,21,22,7,12,7,4,3,3,13,21,5
Sr4V4qUF,33,28,13,14,12,15,21,46,14,8,12,21
OPEOOLcr,2,0,17,21,18,13,2,9,9,9,18,15
sRXmi47Q,0,3,0,3,6,4,0,0,0,7,3,4
LeKE2zdv,2,12,22,17,18,5,6,11,7,4,9,9
LcGPoeiu,0,8,0,9,33,6,9,3,5,7,12,7
KpS7MIT3,0,7,0,3,3,2,0,0,1,3,6,2
rXZ6B3on,8,12,14,33,12,15,13,11,14,8,12,16
47EGTVg1,5,7,6,9,21,7,4,5,4,12,6,10
89OnCrgp,5,6,5,14,24,8,4,2,2,4,18,12
4uwzcL3p,4,4,4,10,9,14,3,6,2,8,18,10
PUtyR9EU,7,14,15,19,15,11,4,18,22,16,9,13
R3NMwTtp,4,5,5,11,12,8,2,2,3,1,21,7
InfXQatq,0,4,0,4,12,2,0,3,0,3,0,5
WETnoIjW,3,0,3,11,18,9,2,7,13,9,12,6
krxziIwy,2,18,18,13,12,9,4,13,2,8,9,7
E3tSy3TH,0,11,3,7,9,8,2,7,3,6,15,6
fJ8vv2Bd,4,2,12,9,15,8,2,10,6,11,12,9
K5CPqbTB,2,17,6,7,30,11,9,1,9,9,18,11
i23MWAPY,7,5,3,4,15,15,1,13,13,10,27,6
H5HWgPLw,2,55,12,13,12,14,19,13,12,9,12,11
7WyNKvGO,0,10,0,6,3,4,1,0,0,3,3,5
Bn0MjGpS,8,24,23,11,3,13,9,18,6,7,30,5
kpMyK2c9,4,7,41,9,21,20,14,6,35,14,6,17
q17H8g0Y,7,6,12,10,21,11,0,29,1,17,15,6
04BeQuQF,7,9,23,11,51,17,6,8,41,13,12,20
DZCHIQie,5,37,25,8,9,14,7,23,27,16,15,9
M7OdHu9a,2,7,3,8,9,9,2,0,2,7,15,10
l1fYQA4M,2,8,2,11,15,8,3,0,3,4,12,9
9DUPiT9y,2,1,7,4,15,13,2,3,12,9,12,12
04w3VRD1,10,4,4,9,36,8,3,24,9,7,21,6
OXfCNacA,4,13,15,11,27,7,3,17,9,9,9,11
pm2ByVyv,5,20,13,11,18,15,7,16,19,5,18,17
0H14MOvo,0,7,0,3,9,5,0,4,0,0,6,8
hwszlY52,5,4,29,14,12,16,7,10,7,21,9,16
3foL2UU1,0,0,0,0,3,3,0,0,0,0,0,4
sbgPQXtv,7,16,3,9,12,14,2,15,25,12,15,11
CjhDjrdH,5,8,9,8,21,17,4,10,25,11,15,12
AVLVW0oh,6,6,14,10,21,12,3,3,34,5,15,16
kZd3wTAA,4,11,19,16,15,10,5,14,15,4,21,13
58A6DEdG,1,3,1,6,6,9,2,4,2,11,12,10
zYmqiFk3,5,11,18,12,15,16,3,3,25,8,24,15
2ma5rtiC,2,3,0,14,15,12,2,5,9,7,12,13
CNncTTp3,2,0,0,3,6,7,0,20,0,0,9,2
fWdfXFs7,3,3,8,10,18,12,3,7,10,16,9,8
SE6sLZlA,4,6,17,14,12,17,5,7,20,12,21,10
x570mIum,6,5,56,9,21,16,12,20,14,14,9,19
mVUMNCDz,31,1,65,15,9,17,34,6,59,7,30,16
K3d0QTt4,3,2,13,17,21,14,2,5,15,6,9,21
9IZWD795,2,0,5,11,18,7,1,10,0,8,6,8
aPcaKVRC,4,7,12,15,9,13,2,6,10,4,12,10
7tNTlcMO,5,7,30,11,18,12,7,15,14,12,18,7
hh9jgHTb,5,18,13,10,24,13,6,4,7,6,15,17
Z2Zodvk5,11,7,23,15,9,18,7,2,18,6,21,17
TUXloV0i,9,10,11,15,9,11,3,20,12,7,21,10
lfNJNvGY,3,19,6,12,21,8,12,10,3,12,15,6
tobxEJ96,3,18,21,18,9,14,8,8,19,6,24,11
DFPgCVHz,7,18,12,6,21,24,4,37,20,7,24,11
TTEkOlQH,2,1,21,10,15,13,5,18,5,2,21,9
GlqDq1DK,4,7,5,11,9,8,2,3,2,5,12,12
O9IuphJi,9,11,2,9,21,11,6,12,0,3,27,9
iHYGYTeH,4,8,11,8,24,16,3,22,5,4,18,20
RNppWWzo,8,20,40,14,6,20,8,11,53,16,21,14
iyTZRi1c,5,2,3,12,18,11,2,15,14,6,15,9
4EgAkO0N,9,13,5,5,30,11,2,19,14,9,24,12
zpxlkzza,2,3,14,4,9,13,5,4,10,5,15,7
oTnsTtZp,0,8,0,6,12,5,0,4,0,5,6,7
F5bMB1Ef,2,9,13,8,9,10,2,11,2,11,15,11
FgbIRJOY,2,20,8,6,21,8,5,7,18,10,12,8
5XvdZcMP,3,2,2,7,15,13,2,6,2,8,18,7
n9XtdKw8,7,9,14,8,24,19,8,8,14,15,9,22
OYf6L8oZ,4,9,11,9,6,11,2,14,11,10,18,9
By1dwVr0,5,23,8,13,9,16,13,12,5,7,15,12
cyMUz5r6,3,2,21,12,12,17,6,23,2,8,9,17
ixajMIbG,4,13,6,13,15,10,2,1,22,10,15,10
Iwn0PRXI,17,33,17,6,15,21,21,23,15,8,33,14
MfoJWtAE,4,14,14,11,9,15,3,29,10,25,9,9
JE0cITZg,5,21,16,9,15,13,6,4,14,20,27,4
5EJ3AE31,13,0,17,27,9,18,7,2,13,29,30,16
mhYg63MP,4,1,9,7,9,8,0,4,0,9,9,9
ZsIMBtuR,2,13,13,11,12,7,4,0,6,2,18,15
eT7rfpxT,1,6,16,16,18,26,11,2,14,16,24,12
xGpShefq,3,9,3,15,15,9,2,7,13,14,9,9
5Vm8nq3P,8,2,17,10,12,18,7,5,15,5,24,16
42iZoHZw,6,6,42,7,30,19,5,1,32,7,30,16
YraPFP2R,4,1,12,7,9,8,2,3,3,11,9,5
mlnFaPRY,14,29,42,15,12,21,23,5,32,7,18,19
2wFZOxfk,6,13,6,14,6,8,1,21,4,1,9,10
UurWQl10,4,3,19,10,15,14,5,6,5,11,12,18
51P3aVtd,6,3,28,7,21,7,2,20,9,6,9,12
L81HPYmm,3,16,38,10,18,10,7,4,13,9,36,11
2dh5dk2y,6,2,26,17,9,10,4,6,23,16,9,17
N6wpS5TP,2,11,3,13,15,9,2,13,5,4,9,12
cS85zB3v,3,7,7,7,12,9,2,3,11,11,9,9
rEw0WgYn,14,13,22,16,30,7,3,24,12,4,45,10
oYYdqsXp,7,3,6,6,21,12,2,21,14,9,6,9
YLWjxdni,2,18,7,4,6,9,1,4,0,12,21,6
Xt3Gnyaa,0,6,0,3,3,5,0,0,0,8,6,3
LdDb6LIU,3,3,11,7,12,9,2,5,9,9,12,6
RRoPJ9cK,4,10,7,13,12,11,4,7,4,6,15,10
wE7c7v7g,2,16,17,13,9,12,3,4,3,12,12,11
JLUR7Hhe,2,6,14,21,6,11,3,13,3,7,9,10
JSY0f6ht,5,20,24,10,30,14,17,3,12,4,48,9
iSqPFJve,2,8,9,9,12,11,3,1,12,9,30,5
DJWkaUQH,4,7,20,12,24,8,6,0,20,8,24,9
XKRnat2r,4,3,5,7,9,7,2,2,2,10,3,6
SwIl6dVX,6,0,26,17,27,11,5,7,54,8,6,15
DuoRhgLs,2,0,3,8,6,7,2,1,2,7,6,5
aeWwdmkS,29,54,9,6,18,19,31,39,16,9,21,19
ZLYhSzzo,2,5,2,6,9,8,2,2,2,9,15,7
Z8nEyFsU,9,4,14,7,12,12,2,13,13,9,15,7
0YZIqa5w,5,18,24,12,18,16,4,15,10,12,30,10
crTMzOgU,48,10,14,6,27,11,24,49,33,7,6,22
ErgRoPZd,2,1,2,9,9,5,0,4,0,1,6,9
8kccFbVv,2,10,0,6,6,15,2,1,7,12,18,13
LG7zN8RF,3,10,44,16,6,23,23,3,18,9,18,14
56hz3EwH,2,0,2,4,12,9,0,1,0,1,6,9
8myQvYwS,6,6,25,6,12,17,4,15,27,5,18,13
FpjfI7Nn,9,8,52,7,24,16,28,6,15,10,24,20
5yIv5ZCl,12,7,24,9,12,16,10,7,9,22,12,12
Eqdjwpun,0,0,0,3,6,9,0,6,0,3,12,4
MCuwqn86,3,6,7,4,9,10,2,1,2,6,15,9
0OamMnop,4,1,21,15,15,11,4,8,19,9,12,14
y6EduaNR,2,7,9,4,9,9,3,4,6,8,12,7
yS7ye3Jb,16,4,31,24,15,14,14,3,13,15,15,27
AbNnNy0s,0,0,0,6,3,6,2,0,2,1,3,7
isdpL7L4,0,0,0,3,21,6,2,1,3,1,9,7
60kSwreA,3,8,3,4,18,5,2,3,2,15,9,7
VN1zQimE,3,5,2,8,18,9,4,3,2,4,15,7
KPhS2FpZ,2,0,2,6,15,8,0,14,0,1,3,7
WzF0LCaj,4,0,0,6,9,10,2,7,2,4,27,3
c1visB14,2,13,3,31,9,7,3,12,12,7,21,13
4df1jkYS,2,8,21,6,21,17,4,11,4,5,12,13
MBjXX8gh,4,10,15,7,15,17,3,10,13,13,12,11
gY4nvBxa,2,6,6,7,3,4,0,4,0,1,18,3
xD6xJcIg,1,19,8,10,24,12,3,10,25,13,12,12
WEjmMZMe,2,0,2,8,12,5,2,3,2,3,9,5
lZagUs1f,7,8,7,4,21,9,2,10,5,11,18,12
yG6hAdV6,10,4,14,12,15,14,2,28,15,10,15,15
KtCddjOm,2,2,30,4,6,13,4,6,2,11,33,7
9iNPng1u,2,4,9,4,15,9,0,3,0,2,9,13
